,Year,Period,State,State ANSI,Data Item,Value
363,2013,MARKETING YEAR,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.3
322,2014,MARKETING YEAR,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.58
281,2015,MARKETING YEAR,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.37
240,2016,MARKETING YEAR,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.21
195,2017,MARKETING YEAR,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.18
145,2018,MARKETING YEAR,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.47
99,2019,MARKETING YEAR,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.26
58,2020,MARKETING YEAR,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.52
17,2021,MARKETING YEAR,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.35
1020,1997,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.65
979,1998,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.04
938,1999,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.0
897,2000,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.91
856,2001,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.99
815,2002,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.33
774,2003,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.28
733,2004,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.43
692,2005,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.22
651,2006,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.84
610,2007,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.68
569,2008,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.63
528,2009,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.72
487,2010,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.37
446,2011,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.23
405,2012,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.94
364,2013,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.05
323,2014,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.24
282,2015,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.01
241,2016,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.74
196,2017,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.68
146,2018,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.8
100,2019,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.86
59,2020,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.03
18,2021,MARKETING YEAR,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.25
1021,1997,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.45
980,1998,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.92
939,1999,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.96
898,2000,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.78
857,2001,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.96
816,2002,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.45
775,2003,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.46
734,2004,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.03
693,2005,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.03
652,2006,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.06
611,2007,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.17
570,2008,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.11
529,2009,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.58
488,2010,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.35
447,2011,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.4
406,2012,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.34
365,2013,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.57
324,2014,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.54
283,2015,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.69
242,2016,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.4
197,2017,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.41
147,2018,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.68
101,2019,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.67
60,2020,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.59
19,2021,MARKETING YEAR,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.5
1022,1997,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.4
981,1998,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.9
940,1999,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.55
899,2000,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.53
858,2001,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.89
817,2002,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.45
776,2003,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.65
735,2004,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.42
694,2005,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.54
653,2006,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.93
612,2007,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.76
571,2008,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.8
530,2009,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.23
489,2010,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.0
448,2011,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.47
407,2012,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.21
366,2013,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.27
325,2014,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.77
284,2015,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.01
243,2016,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.15
198,2017,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.41
148,2018,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.79
102,2019,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.7
61,2020,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.4
20,2021,MARKETING YEAR,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.3
1023,1997,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.32
982,1998,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.88
941,1999,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.75
900,2000,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.9
859,2001,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.94
818,2002,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.32
777,2003,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.39
736,2004,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.02
695,2005,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.92
654,2006,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.0
613,2007,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.14
572,2008,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.05
531,2009,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.58
490,2010,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.09
449,2011,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.11
408,2012,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.85
367,2013,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.47
326,2014,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.77
285,2015,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.57
244,2016,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.32
199,2017,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.35
149,2018,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.58
103,2019,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.52
62,2020,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.47
21,2021,MARKETING YEAR,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.4
1024,1997,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.8
983,1998,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.2
942,1999,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.2
901,2000,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.97
860,2001,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.09
819,2002,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.77
778,2003,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.81
737,2004,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.2
696,2005,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.12
655,2006,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.37
614,2007,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.65
573,2008,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.15
532,2009,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.73
491,2010,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.05
450,2011,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.8
409,2012,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.4
368,2013,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.66
327,2014,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.8
286,2015,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.85
245,2016,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.9
202,2017,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.75
152,2018,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.9
104,2019,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.3
63,2020,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.7
22,2021,MARKETING YEAR,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.1
1025,1997,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.85
984,1998,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.35
943,1999,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.41
902,2000,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.52
861,2001,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.4
820,2002,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.84
779,2003,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.96
738,2004,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.4
697,2005,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.6
656,2006,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.7
615,2007,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.2
574,2008,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.3
533,2009,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.12
492,2010,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.03
451,2011,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.35
410,2012,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.3
369,2013,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.18
328,2014,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.35
287,2015,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.58
246,2016,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.93
203,2017,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.9
153,2018,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.3
105,2019,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.4
64,2020,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.7
23,2021,MARKETING YEAR,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.7
1026,1997,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.62
985,1998,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.21
944,1999,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.24
903,2000,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.35
862,2001,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.51
821,2002,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.87
780,2003,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.82
739,2004,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.37
698,2005,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.29
657,2006,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.42
616,2007,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.05
575,2008,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.32
534,2009,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.02
493,2010,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.3
452,2011,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.9
411,2012,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.78
370,2013,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.52
329,2014,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.11
288,2015,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.01
247,2016,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.9
204,2017,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.07
154,2018,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.16
106,2019,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.2
65,2020,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.1
24,2021,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.5
1027,1997,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.83
986,1998,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.33
945,1999,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.27
904,2000,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.01
863,2001,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.36
822,2002,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.89
781,2003,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.68
740,2004,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.44
699,2005,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.33
658,2006,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.03
617,2007,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.0
576,2008,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.91
535,2009,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.9
494,2010,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.18
453,2011,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.04
412,2012,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.48
371,2013,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.96
330,2014,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.19
289,2015,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.32
248,2016,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.07
205,2017,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.24
155,2018,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.39
107,2019,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.41
66,2020,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.7
25,2021,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.95
1028,1997,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.12
987,1998,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.71
946,1999,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.59
905,2000,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.65
864,2001,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.87
823,2002,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.16
782,2003,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.37
